DA/AM-127,Ziegelspitz,DA/AM-127,47.5559,11.0712,1719
DA/AM-128,Zunderkoepfel,DA/AM-128,47.4983,11.0106,1656
DA/AV-001,Wannenberg,DA/AV-001,48.1705,10.2085,604
DA/AV-002,Weissenberg,DA/AV-002,48.0628,10.2105,652
DA/AV-003,Gerstenberg,DA/AV-003,48.1778,10.2342,588
DA/AV-004,Schiesserkopf,DA/AV-004,48.3455,10.2351,535
DA/AV-005,Sattelberg,DA/AV-005,48.067,10.2429,649
DA/AV-006,Lindenberg,DA/AV-006,48.193,10.2991,548
DA/AV-007,Schellenberg,DA/AV-007,48.1084,10.3696,640
DA/AV-008,Eichberg,DA/AV-008,48.3708,10.39,535
DA/AV-009,Sonnenberg ,DA/AV-009,48.0738,10.4046,619
DA/AV-010,Schlegelsberg,DA/AV-010,47.8108,10.4583,887
DA/AV-011,Doldenhausener Berg,DA/AV-011,48.0866,10.4634,633
DA/AV-012,Doerrenberg,DA/AV-012,48.3889,10.4683,523
DA/AV-013,Rosskopf,DA/AV-013,47.9799,10.486,705
DA/AV-014,Lauinger Berg,DA/AV-014,48.4897,10.5182,501
DA/AV-015,Schabersberg,DA/AV-015,48.5005,10.5453,503
DA/AV-016,Moosberg,DA/AV-016,47.9331,10.5626,733
DA/AV-017,Kaltenberg,DA/AV-017,48.4642,10.5635,501
DA/AV-018,Ziegelberg,DA/AV-018,48.4534,10.5709,498
DA/AV-019,Klosterberg,DA/AV-019,48.477,10.5711,497
DA/AV-020,Wallberg,DA/AV-020,48.4258,10.6029,507
DA/AV-021,Hutsberg,DA/AV-021,48.472,10.6055,498
DA/AV-022,Uhlenberg,DA/AV-022,48.367,10.608,543
DA/AV-023,Kirchberg,DA/AV-023,48.4406,10.6085,508
DA/AV-024,Schindkuchenberg,DA/AV-024,48.4324,10.611,511
DA/AV-025,Vogelberg,DA/AV-025,48.4491,10.6127,511
DA/AV-026,Buchkopf,DA/AV-026,48.4278,10.6183,513
DA/AV-027,Neubichel,DA/AV-027,48.0775,10.6237,622
DA/AV-028,Hochruecken,DA/AV-028,48.4359,10.6249,531
DA/AV-029,Spielberg,DA/AV-029,48.4541,10.6257,512
DA/AV-030,Pfaffenberg,DA/AV-030,48.4781,10.6277,504
DA/AV-031,Lerchenberg,DA/AV-031,48.484,10.6413,501
DA/AV-032,Steinberg,DA/AV-032,48.3795,10.6527,549
DA/AV-033,Muehlbuehl,DA/AV-033,48.4923,10.6557,497
DA/AV-034,Geissberg,DA/AV-034,48.1513,10.6616,617
DA/AV-035,Foehrenberg,DA/AV-035,48.1605,10.6711,589
DA/AV-036,Riedelsberg,DA/AV-036,48.4627,10.6868,501
DA/AV-037,Nonnenberg,DA/AV-037,48.2102,10.6961,605
DA/AV-038,Lettenberg,DA/AV-038,48.5144,10.6968,478
DA/AV-039,Teufelsberg,DA/AV-039,48.5171,10.7126,488
DA/AV-040,Staufenberg ,DA/AV-040,48.4482,10.7175,573
DA/AV-041,Geiselberg,DA/AV-041,48.5311,10.7205,488
DA/AV-042,Schellenberg,DA/AV-042,48.461,10.7221,529
DA/AV-043,Mittelbuehl,DA/AV-043,48.3628,10.7252,550
DA/AV-044,Kanzel,DA/AV-044,47.8883,10.7255,783
DA/AV-045,Weiherberg,DA/AV-045,48.4685,10.7285,510
DA/AV-046,Steineberg,DA/AV-046,48.3765,10.7344,548
DA/AV-047,Axtesberg  ,DA/AV-047,48.4314,10.7374,554
DA/AV-048,Galgenberg,DA/AV-048,48.2765,10.7414,567
DA/AV-049,Griessberg,DA/AV-049,48.3922,10.7428,538
DA/AV-050,Hoellberg,DA/AV-050,48.4206,10.7433,545
DA/AV-051,Weiherberg,DA/AV-051,48.5065,10.745,493
DA/AV-052,Foehrenberg,DA/AV-052,48.371,10.7496,538
DA/AV-053,Ottilienberg,DA/AV-053,48.5206,10.7538,498
DA/AV-054,Lindenberg,DA/AV-054,48.2531,10.7549,578
DA/AV-055,Galgenberg,DA/AV-055,47.8734,10.7577,806
DA/AV-056,Buchkopf,DA/AV-056,48.2712,10.7604,572
DA/AV-057,Weihermahdkopf,DA/AV-057,48.2753,10.7677,570
DA/AV-058,Dachsberg,DA/AV-058,48.3856,10.7684,535
DA/AV-059,Heiglkopf,DA/AV-059,48.3286,10.7814,548
DA/AV-060,Sulzkopf,DA/AV-060,48.3201,10.7929,558
DA/AV-061,Pfaffenberg,DA/AV-061,48.4105,10.7936,532
DA/AV-062,Leitenberg,DA/AV-062,48.2859,10.7957,560
DA/AV-063,Heidkopf,DA/AV-063,48.4556,10.8004,520
DA/AV-064,Pruegelkopf,DA/AV-064,48.3365,10.8028,550
DA/AV-065,Oberer Riedberg,DA/AV-065,48.052,10.8044,686
DA/AV-066,Riedberg,DA/AV-066,48.0613,10.8045,639
DA/AV-067,Jaegerhuettenkopf,DA/AV-067,48.3422,10.81,534
DA/AV-068,Herrgottsberg,DA/AV-068,48.3486,10.8249,541
DA/AV-069,Reischberg,DA/AV-069,47.8718,10.8261,786
DA/AV-070,Stossberg,DA/AV-070,47.8815,10.8734,745
DA/AV-071,Gagelberg,DA/AV-071,48.0355,10.9359,645
DA/AV-072,Christlsberg,DA/AV-072,48.0472,10.9733,678
DA/AV-073,Nadelberg,DA/AV-073,48.4392,10.9735,517
DA/AV-074,Staffelberg,DA/AV-074,48.4376,10.9864,524
DA/AV-075,Blattenberg,DA/AV-075,48.601,10.9897,489
DA/AV-076,Wippberg,DA/AV-076,47.8908,10.9912,731
DA/AV-077,Kramerberg,DA/AV-077,48.0038,11.0049,656
DA/AV-078,Ochsenberg,DA/AV-078,47.9247,11.0154,721
DA/AV-079,Rainberg,DA/AV-079,47.968,11.0154,663
DA/AV-080,Schindelberg,DA/AV-080,48.528,11.0185,495
DA/AV-081,Rossberg,DA/AV-081,48.2165,11.0211,561
DA/AV-082,Steiniger Berg,DA/AV-082,48.1858,11.0224,596
DA/AV-083,Rehberg,DA/AV-083,48.064,11.0246,625
DA/AV-084,Schlossberg,DA/AV-084,47.9395,11.026,708
DA/AV-085,Schellenberg,DA/AV-085,48.1118,11.0413,615
DA/AV-086,Schafberg,DA/AV-086,47.9276,11.0429,706
DA/AV-087,Jungfernberg,DA/AV-087,47.942,11.0554,694
DA/AV-088,Gruberberg,DA/AV-088,47.9608,11.0591,681
DA/AV-089,Schatzberg,DA/AV-089,47.9293,11.0831,677
DA/AV-090,Lorenziberg,DA/AV-090,48.6307,11.0841,469
DA/AV-091,Eichberg,DA/AV-091,48.6242,11.0847,499
DA/AV-092,Gollenberg,DA/AV-092,48.1004,11.0913,613
DA/AV-093,Zigeunerberg,DA/AV-093,48.1203,11.0945,623
DA/AV-094,Hauserberg,DA/AV-094,48.2005,11.0973,555
DA/AV-095,Sonnenberg,DA/AV-095,48.1317,11.1212,611
DA/AV-096,Plattenberg,DA/AV-096,48.43,11.1337,502
DA/AV-097,Jaudsberg,DA/AV-097,48.0394,11.1439,617
DA/AV-098,Kuehberg,DA/AV-098,48.0603,11.158,586
DA/AV-099,Fuchsberg ,DA/AV-099,48.4504,11.1608,507
DA/AV-100,Hechenberg,DA/AV-100,47.824,11.1632,630
DA/AV-101,Fuchsberg,DA/AV-101,48.1897,11.1728,561
DA/AV-102,Eichberg,DA/AV-102,47.8206,11.176,643
DA/AV-103,Schlossberg,DA/AV-103,48.1609,11.1865,587
DA/AV-104,Weinberg,DA/AV-104,48.4014,11.1897,517
