# This file is generated from data from 
# http://www.viewfinderpanoramas.org/ (Alps)  and
# http://www.alpin-koordinaten.de/    (Nepal)
#
# local additions
#
loc_1,PARSEIERSPITZE,,47.174257,10.478691,3036
#
# Thu Feb 26 12:00:46 CET 2009
# and is included in the gipfel tarball with the kind permission of
# Jonathan de Ferranti and www.alpin-koordinaten.de
#
# Nepal peaks from http://www.alpin-koordinaten.de
#
AT,Altmanns,,48.616690,16.466690,,
AT,Altmanns,,48.866700,15.100000,,
AT,Altmannsdorf,,48.150290,15.640900,,
AT,Altmannsdorf,,48.252090,13.584890,,
AT,Altmuenster,,47.902190,13.764200,,
AT,Alt-Ossiach,,46.684100,14.004690,,
AT,Altpoella,,48.616690,15.466690,,
AT,Alt-Prerau,,48.783100,16.466690,,
AT,Altruppersdorf,,48.683300,16.549990,,
AT,Altsberg,,47.970600,12.995300,,
AT,Altschwendt,,48.323190,13.687900,,
AT,Altstadt,,47.137690,11.455390,,
AT,Altwaidhofen,,48.816690,15.300000,,
AT,Altwartenburg,,48.016700,13.616700,,
AT,Altweidling,,48.400000,15.666700,,
AT,Amassegg,,47.383300,15.600000,,
AT,Amberg,,46.700000,13.750000,,
AT,Amberg,,48.267300,13.164900,,
AT,Amberg,,48.359790,14.214490,,
AT,Ameis,,48.666700,16.533300,,
AT,Ameisberg,,48.000000,13.233300,,
AT,Ameisbichl,,46.662790,14.216690,,
AT,Ameistal,,48.467700,15.986490,,
AT,Amelreiching,,48.516700,13.483300,,
AT,Amelsdorf,,48.583300,15.783300,,
AT,Amersdorf,,48.472900,13.893800,,
AT,Amesedt,,48.550590,13.816900,,
AT,Amesreith,,48.494100,14.654200,,
AT,Amesschlag,,48.483300,14.216690,,
AT,Amlach,,46.733890,13.155600,,
AT,Amlach,,46.816390,12.763600,,
AT,Amlos,,47.566700,16.200000,,
AT,Ampass,,47.266700,11.449990,,
AT,Ampfenham,,48.197390,13.377690,,
AT,Amstall,,48.383300,15.316690,,
AT,Amstetten,,48.122890,14.872090,,
